underlying,contract,type,strike,expiration,date,open,high,low,close,volume,vwap,transactions
AAPL,O:AAPL260618P00295000,put,295,2026-06-18,2026-06-04,1.49,1.58,1.14,1.2,617,1.3846,130
AAPL,O:AAPL260618P00295000,put,295,2026-06-18,2026-06-05,1.03,2.41,0.89,2.22,1563,1.5953,438
AAPL,O:AAPL260618P00295000,put,295,2026-06-18,2026-06-08,1.84,3,0.85,2.87,4759,1.833,773
AAPL,O:AAPL260618P00295000,put,295,2026-06-18,2026-06-09,3.16,9.5,2.83,7.34,5328,5.4997,921
AAPL,O:AAPL260618P00297500,put,297.5,2026-06-18,2026-05-18,7.85,8.7,7.45,7.52,156,8.0617,45
AAPL,O:AAPL260618P00297500,put,297.5,2026-06-18,2026-05-19,7.87,8.45,6.5,6.7,265,7.4431,80
AAPL,O:AAPL260618P00297500,put,297.5,2026-06-18,2026-05-20,7.05,7.05,5.35,5.46,232,5.8134,46
AAPL,O:AAPL260618P00297500,put,297.5,2026-06-18,2026-05-21,5.7,5.7,4.22,4.3,2028,4.5658,175
AAPL,O:AAPL260618P00297500,put,297.5,2026-06-18,2026-05-22,4.15,4.15,2.77,3.25,860,3.1797,145
AAPL,O:AAPL260618P00297500,put,297.5,2026-06-18,2026-05-26,2.75,2.95,2.27,2.91,511,2.5913,91
AAPL,O:AAPL260618P00297500,put,297.5,2026-06-18,2026-05-27,2.51,2.66,2.07,2.27,161,2.2961,67
AAPL,O:AAPL260618P00297500,put,297.5,2026-06-18,2026-05-28,2.26,2.37,1.85,1.85,71,2.108,31
AAPL,O:AAPL260618P00297500,put,297.5,2026-06-18,2026-05-29,1.88,2.13,1.58,1.75,202,1.825,55
AAPL,O:AAPL260618P00297500,put,297.5,2026-06-18,2026-06-01,2.2,3.25,2.06,3,568,2.4895,100
AAPL,O:AAPL260618P00297500,put,297.5,2026-06-18,2026-06-02,2.52,2.55,1.34,1.34,544,1.6065,140
AAPL,O:AAPL260618P00297500,put,297.5,2026-06-18,2026-06-03,1.49,2.29,1.13,2.09,198,1.6644,70
AAPL,O:AAPL260618P00297500,put,297.5,2026-06-18,2026-06-04,1.82,2.03,1.49,1.52,63,1.8317,28
AAPL,O:AAPL260618P00297500,put,297.5,2026-06-18,2026-06-05,1.27,2.88,1.15,2.56,1137,2.2163,169
AAPL,O:AAPL260618P00297500,put,297.5,2026-06-18,2026-06-08,2.24,3.85,1.07,3.7,1436,2.2993,269
AAPL,O:AAPL260618P00297500,put,297.5,2026-06-18,2026-06-09,4,11.04,3.74,9,636,7.0311,259
AAPL,O:AAPL260618P00300000,put,300,2026-06-18,2026-05-11,12.74,13.75,11.95,12.6,462,12.632,140
AAPL,O:AAPL260618P00300000,put,300,2026-06-18,2026-05-12,12.35,12.35,10.9,11.1,558,11.6167,82
AAPL,O:AAPL260618P00300000,put,300,2026-06-18,2026-05-13,11.45,11.45,8.39,8.96,611,9.8927,210
AAPL,O:AAPL260618P00300000,put,300,2026-06-18,2026-05-14,8.75,10.8,8.75,9.2,1076,9.3622,223
AAPL,O:AAPL260618P00300000,put,300,2026-06-18,2026-05-15,9.55,9.73,6.85,7.95,1728,7.7753,636
AAPL,O:AAPL260618P00300000,put,300,2026-06-18,2026-05-18,7.95,10.25,7.95,8.78,936,9.233,550
AAPL,O:AAPL260618P00300000,put,300,2026-06-18,2026-05-19,9.05,9.25,7.6,7.8,814,8.3721,173
AAPL,O:AAPL260618P00300000,put,300,2026-06-18,2026-05-20,8.19,8.19,6.27,6.4,1205,7.0146,611
AAPL,O:AAPL260618P00300000,put,300,2026-06-18,2026-05-21,6.7,7,5,5.11,3396,5.5927,790
AAPL,O:AAPL260618P00300000,put,300,2026-06-18,2026-05-22,4.8,4.97,3.25,3.64,4020,3.6942,1229
AAPL,O:AAPL260618P00300000,put,300,2026-06-18,2026-05-26,3.4,3.7,2.74,3.53,4119,3.243,784
AAPL,O:AAPL260618P00300000,put,300,2026-06-18,2026-05-27,3.45,3.65,2.42,2.8,1854,2.7897,792
AAPL,O:AAPL260618P00300000,put,300,2026-06-18,2026-05-28,2.76,3.05,2.24,2.26,4063,2.724,586
AAPL,O:AAPL260618P00300000,put,300,2026-06-18,2026-05-29,2.29,2.71,1.85,2.06,2503,2.2305,654
AAPL,O:AAPL260618P00300000,put,300,2026-06-18,2026-06-01,2.4,4.06,2.4,3.72,4944,3.1771,1062
AAPL,O:AAPL260618P00300000,put,300,2026-06-18,2026-06-02,3.35,3.4,1.67,1.67,1898,2.1374,354
AAPL,O:AAPL260618P00300000,put,300,2026-06-18,2026-06-03,1.75,2.95,1.43,2.81,2079,2.1967,528
AAPL,O:AAPL260618P00300000,put,300,2026-06-18,2026-06-04,2.03,2.62,1.88,1.98,2525,2.1218,272
AAPL,O:AAPL260618P00300000,put,300,2026-06-18,2026-06-05,1.61,3.66,1.44,3.35,6753,2.2157,999
AAPL,O:AAPL260618P00300000,put,300,2026-06-18,2026-06-08,2.4,4.85,1.35,4.55,12120,3.0885,1768
AAPL,O:AAPL260618P00300000,put,300,2026-06-18,2026-06-09,5.1,13.35,4.75,10.85,4343,8.6592,765
AAPL,O:AAPL260618P00302500,put,302.5,2026-06-18,2026-05-18,11.52,11.52,11.52,11.52,6,11.52,1
AAPL,O:AAPL260618P00302500,put,302.5,2026-06-18,2026-05-19,10.73,10.75,9,9.35,151,9.2199,16
AAPL,O:AAPL260618P00302500,put,302.5,2026-06-18,2026-05-20,8.67,9.1,7.35,7.65,84,8.0136,39
AAPL,O:AAPL260618P00302500,put,302.5,2026-06-18,2026-05-21,8.05,8.05,6,6.05,595,6.749,137
AAPL,O:AAPL260618P00302500,put,302.5,2026-06-18,2026-05-22,5.48,5.48,3.92,4.3,437,4.4849,80
AAPL,O:AAPL260618P00302500,put,302.5,2026-06-18,2026-05-26,3.87,4.41,3.35,4.32,302,3.6384,72
AAPL,O:AAPL260618P00302500,put,302.5,2026-06-18,2026-05-27,3.85,3.85,2.99,3.55,56,3.2312,29
AAPL,O:AAPL260618P00302500,put,302.5,2026-06-18,2026-05-28,3.55,3.55,2.89,2.91,74,3.1892,25
AAPL,O:AAPL260618P00302500,put,302.5,2026-06-18,2026-05-29,2.68,3.3,2.35,2.7,274,2.9298,88
AAPL,O:AAPL260618P00302500,put,302.5,2026-06-18,2026-06-01,3.3,5,3.2,4.7,1103,4.0018,57
AAPL,O:AAPL260618P00302500,put,302.5,2026-06-18,2026-06-02,3.69,3.73,2.14,2.2,231,2.4795,90
AAPL,O:AAPL260618P00302500,put,302.5,2026-06-18,2026-06-03,2.2,3.5,1.8,3.19,392,2.8659,69
AAPL,O:AAPL260618P00302500,put,302.5,2026-06-18,2026-06-04,3.15,3.2,2.43,2.46,274,2.8885,56
AAPL,O:AAPL260618P00302500,put,302.5,2026-06-18,2026-06-05,2.1,4.35,1.9,4,1283,2.8002,204
AAPL,O:AAPL260618P00302500,put,302.5,2026-06-18,2026-06-08,3.25,5.97,1.73,5.77,1408,3.9672,341
AAPL,O:AAPL260618P00302500,put,302.5,2026-06-18,2026-06-09,6.3,15.4,6.07,12.38,412,10.9842,103
AAPL,O:AAPL260618P00305000,put,305,2026-06-18,2026-05-11,16.5,17.05,16.5,17.05,5,16.61,2
AAPL,O:AAPL260618P00305000,put,305,2026-06-18,2026-05-12,14.71,14.9,14.24,14.24,20,14.7975,6
AAPL,O:AAPL260618P00305000,put,305,2026-06-18,2026-05-13,12.8,14.19,11.07,11.75,152,12.538,91
AAPL,O:AAPL260618P00305000,put,305,2026-06-18,2026-05-14,11.1,12.67,11.1,12.05,489,11.7899,77
AAPL,O:AAPL260618P00305000,put,305,2026-06-18,2026-05-15,12.15,12.45,9.45,10.45,62,10.7031,31
AAPL,O:AAPL260618P00305000,put,305,2026-06-18,2026-05-18,9.8,13.13,9.8,11.5,37,12.3365,18
AAPL,O:AAPL260618P00305000,put,305,2026-06-18,2026-05-19,11.75,12.2,10.35,11.13,598,11.3026,48
AAPL,O:AAPL260618P00305000,put,305,2026-06-18,2026-05-20,10.05,10.62,8.75,8.87,488,8.9694,51
AAPL,O:AAPL260618P00305000,put,305,2026-06-18,2026-05-21,9.05,9.05,7,7.15,1814,7.2745,188
AAPL,O:AAPL260618P00305000,put,305,2026-06-18,2026-05-22,6.5,6.55,4.65,5.11,2449,5.1169,262
AAPL,O:AAPL260618P00305000,put,305,2026-06-18,2026-05-26,4.53,5.32,4.05,5.25,2861,4.3002,341
AAPL,O:AAPL260618P00305000,put,305,2026-06-18,2026-05-27,4.99,4.99,3.65,4.15,439,4.1236,228
AAPL,O:AAPL260618P00305000,put,305,2026-06-18,2026-05-28,4.5,4.5,3.46,3.5,251,3.8241,84
AAPL,O:AAPL260618P00305000,put,305,2026-06-18,2026-05-29,3.55,4.14,2.93,3.32,1128,3.6141,180
AAPL,O:AAPL260618P00305000,put,305,2026-06-18,2026-06-01,3.9,6.13,3.85,5.74,763,5.083,214
AAPL,O:AAPL260618P00305000,put,305,2026-06-18,2026-06-02,4.9,5.1,2.62,2.62,1469,3.2136,307
AAPL,O:AAPL260618P00305000,put,305,2026-06-18,2026-06-03,2.6,4.55,2.4,4.05,679,3.5026,187
AAPL,O:AAPL260618P00305000,put,305,2026-06-18,2026-06-04,3.23,4,3.13,3.25,888,3.5179,96
AAPL,O:AAPL260618P00305000,put,305,2026-06-18,2026-06-05,2.9,5.38,2.37,4.9,1859,3.5245,306
AAPL,O:AAPL260618P00305000,put,305,2026-06-18,2026-06-08,4.45,7.3,2.21,7.15,5255,4.2676,1005
AAPL,O:AAPL260618P00305000,put,305,2026-06-18,2026-06-09,7.97,16.5,7.55,15,1618,13.3725,334
AAPL,O:AAPL260618P00307500,put,307.5,2026-06-18,2026-05-19,13.37,13.37,13.37,13.37,20,13.37,2
AAPL,O:AAPL260618P00307500,put,307.5,2026-06-18,2026-05-20,10.57,10.57,10.3,10.3,48,10.3056,8
AAPL,O:AAPL260618P00307500,put,307.5,2026-06-18,2026-05-21,10.23,10.23,8.3,8.4,23,8.9948,20
AAPL,O:AAPL260618P00307500,put,307.5,2026-06-18,2026-05-22,7.01,7.2,5.6,6.25,2162,6.2705,800
AAPL,O:AAPL260618P00307500,put,307.5,2026-06-18,2026-05-26,6.21,6.47,4.93,6.4,1038,5.3123,181
AAPL,O:AAPL260618P00307500,put,307.5,2026-06-18,2026-05-27,5.73,5.75,4.47,5.3,161,5.0504,72
AAPL,O:AAPL260618P00307500,put,307.5,2026-06-18,2026-05-28,5.09,5.4,4.1,4.2,854,4.6189,121
AAPL,O:AAPL260618P00307500,put,307.5,2026-06-18,2026-05-29,4.1,5.07,3.65,4.23,500,4.5621,123
AAPL,O:AAPL260618P00307500,put,307.5,2026-06-18,2026-06-01,5.02,7.4,4.7,6.93,1165,6.137,188
AAPL,O:AAPL260618P00307500,put,307.5,2026-06-18,2026-06-02,6.05,6.05,3.35,3.38,520,4.5003,155
AAPL,O:AAPL260618P00307500,put,307.5,2026-06-18,2026-06-03,3.55,5.51,2.97,5,206,4.3183,79
AAPL,O:AAPL260618P00307500,put,307.5,2026-06-18,2026-06-04,4.01,4.9,3.95,4.07,187,4.6612,49
AAPL,O:AAPL260618P00307500,put,307.5,2026-06-18,2026-06-05,3.62,6.48,3.05,6.05,1610,4.6415,269
AAPL,O:AAPL260618P00307500,put,307.5,2026-06-18,2026-06-08,5.8,8.95,2.73,8.71,1958,6.0562,476
AAPL,O:AAPL260618P00307500,put,307.5,2026-06-18,2026-06-09,9.66,19.62,9.21,16.9,1277,12.5874,395
AAPL,O:AAPL260618P00310000,put,310,2026-06-18,2026-05-11,21.1,21.1,18.95,18.95,28,19.4782,6
AAPL,O:AAPL260618P00310000,put,310,2026-06-18,2026-05-12,18.05,18.55,18.05,18.55,29,18.2641,8
AAPL,O:AAPL260618P00310000,put,310,2026-06-18,2026-05-13,18.55,18.55,14.09,14.57,106,17.0341,80
AAPL,O:AAPL260618P00310000,put,310,2026-06-18,2026-05-14,14,17,14,15.5,19,15.3563,9
AAPL,O:AAPL260618P00310000,put,310,2026-06-18,2026-05-15,15.6,15.6,12.36,13.67,30,13.193,14
AAPL,O:AAPL260618P00310000,put,310,2026-06-18,2026-05-18,14.7,16.5,14.7,16.5,3,15.3767,3
AAPL,O:AAPL260618P00310000,put,310,2026-06-18,2026-05-19,13.59,14.55,13.56,14.55,10,14.268,6
AAPL,O:AAPL260618P00310000,put,310,2026-06-18,2026-05-20,12.45,13.7,11.75,11.76,416,13.0327,9
AAPL,O:AAPL260618P00310000,put,310,2026-06-18,2026-05-21,11.61,11.8,9.9,10.1,30,10.9343,11
AAPL,O:AAPL260618P00310000,put,310,2026-06-18,2026-05-22,8.38,8.38,6.5,7.28,3926,7.2537,1004
AAPL,O:AAPL260618P00310000,put,310,2026-06-18,2026-05-26,7.34,7.72,5.9,7.6,1559,6.5729,628
AAPL,O:AAPL260618P00310000,put,310,2026-06-18,2026-05-27,7,7,5.4,6.15,1930,6.1895,571
AAPL,O:AAPL260618P00310000,put,310,2026-06-18,2026-05-28,6.12,6.55,5.17,5.2,3659,5.7613,750
AAPL,O:AAPL260618P00310000,put,310,2026-06-18,2026-05-29,5.1,6.25,4.4,5.07,1274,5.3386,500
AAPL,O:AAPL260618P00310000,put,310,2026-06-18,2026-06-01,6.15,8.84,5.9,8.17,1285,7.2863,496
AAPL,O:AAPL260618P00310000,put,310,2026-06-18,2026-06-02,7.07,7.07,4.17,4.2,1550,5.3323,438
AAPL,O:AAPL260618P00310000,put,310,2026-06-18,2026-06-03,4.4,6.71,3.63,6.32,1137,5.5984,288
AAPL,O:AAPL260618P00310000,put,310,2026-06-18,2026-06-04,4.89,6.06,4.89,5.1,2477,5.3802,273
AAPL,O:AAPL260618P00310000,put,310,2026-06-18,2026-06-05,4.55,7.9,3.75,7.52,7298,5.1508,1036
AAPL,O:AAPL260618P00310000,put,310,2026-06-18,2026-06-08,6.15,10.71,3.4,10.47,5883,5.9522,1297
AAPL,O:AAPL260618P00310000,put,310,2026-06-18,2026-06-09,11.54,22.03,11.09,19.05,2729,16.3595,566
AAPL,O:AAPL260618P00312500,put,312.5,2026-06-18,2026-05-19,17.5,17.5,16.35,16.35,638,16.3644,11
AAPL,O:AAPL260618P00312500,put,312.5,2026-06-18,2026-05-20,14.25,14.25,13.5,13.5,65,13.8423,5
AAPL,O:AAPL260618P00312500,put,312.5,2026-06-18,2026-05-21,13.49,13.5,11.68,11.75,206,13.0171,14
AAPL,O:AAPL260618P00312500,put,312.5,2026-06-18,2026-05-22,9.15,9.15,7.75,8.99,245,8.1255,65
AAPL,O:AAPL260618P00312500,put,312.5,2026-06-18,2026-05-26,7.45,8.82,7.15,8.82,230,7.9309,91
AAPL,O:AAPL260618P00312500,put,312.5,2026-06-18,2026-05-27,7.5,7.85,6.5,7.3,418,7.0367,96
AAPL,O:AAPL260618P00312500,put,312.5,2026-06-18,2026-05-28,7.3,7.75,6.25,6.27,598,6.7554,93
AAPL,O:AAPL260618P00312500,put,312.5,2026-06-18,2026-05-29,6.31,7.55,5.4,6.25,406,6.4024,122
AAPL,O:AAPL260618P00312500,put,312.5,2026-06-18,2026-06-01,7.45,10.35,7.22,10,165,8.5585,40
AAPL,O:AAPL260618P00312500,put,312.5,2026-06-18,2026-06-02,8.55,8.55,5.15,5.15,562,6.3567,118
AAPL,O:AAPL260618P00312500,put,312.5,2026-06-18,2026-06-03,5.25,8.2,4.7,7.7,954,6.134,186
AAPL,O:AAPL260618P00312500,put,312.5,2026-06-18,2026-06-04,7.1,7.45,6.1,6.3,391,6.6395,67
AAPL,O:AAPL260618P00312500,put,312.5,2026-06-18,2026-06-05,5.3,9.1,4.75,8.55,2178,6.2127,348
AAPL,O:AAPL260618P00312500,put,312.5,2026-06-18,2026-06-08,5.7,12.18,4.28,12.18,1484,5.8504,380
AAPL,O:AAPL260618P00312500,put,312.5,2026-06-18,2026-06-09,13,22.95,13,20.96,128,17.7784,44
AAPL,O:AAPL260618P00315000,put,315,2026-06-18,2026-05-11,23.67,23.67,23,23,20,23.1675,3
AAPL,O:AAPL260618P00315000,put,315,2026-06-18,2026-05-13,21.46,21.46,18,18.48,49,19.9298,3
AAPL,O:AAPL260618P00315000,put,315,2026-06-18,2026-05-14,19.5,19.5,18.9,19.06,13,18.9892,4
AAPL,O:AAPL260618P00315000,put,315,2026-06-18,2026-05-15,17.86,17.86,15.3,17.39,269,16.3558,31
AAPL,O:AAPL260618P00315000,put,315,2026-06-18,2026-05-18,18.52,20.55,18.52,20.5,212,20.4148,15
AAPL,O:AAPL260618P00315000,put,315,2026-06-18,2026-05-19,19.4,19.4,16.85,18.83,5,18.548,3
AAPL,O:AAPL260618P00315000,put,315,2026-06-18,2026-05-20,16.51,17.17,16.33,16.33,7,16.4757,3
AAPL,O:AAPL260618P00315000,put,315,2026-06-18,2026-05-21,13.85,13.85,12.99,12.99,31,13.6861,3
AAPL,O:AAPL260618P00315000,put,315,2026-06-18,2026-05-22,12.12,12.12,9.15,10.05,266,10.2871,42
AAPL,O:AAPL260618P00315000,put,315,2026-06-18,2026-05-26,9.1,10,8.46,10,564,9.2926,106
AAPL,O:AAPL260618P00315000,put,315,2026-06-18,2026-05-27,9.1,9.2,7.78,9.2,165,8.4384,39
AAPL,O:AAPL260618P00315000,put,315,2026-06-18,2026-05-28,9,9.2,8.04,8.3,111,8.4457,21
AAPL,O:AAPL260618P00315000,put,315,2026-06-18,2026-05-29,7.18,9,6.49,7.5,421,8.1052,88
AAPL,O:AAPL260618P00315000,put,315,2026-06-18,2026-06-01,8.88,11.99,8.88,11.1,71,10.7724,23
AAPL,O:AAPL260618P00315000,put,315,2026-06-18,2026-06-02,9.75,9.75,6.2,6.2,1051,6.8717,167
AAPL,O:AAPL260618P00315000,put,315,2026-06-18,2026-06-03,6.77,9.64,5.55,9.2,1232,7.0729,302
AAPL,O:AAPL260618P00315000,put,315,2026-06-18,2026-06-04,7.5,8.8,7.5,7.64,49,8.2696,39
AAPL,O:AAPL260618P00315000,put,315,2026-06-18,2026-06-05,6.55,10.7,5.9,10,1337,6.8513,205
AAPL,O:AAPL260618P00315000,put,315,2026-06-18,2026-06-08,7.15,14.53,5.05,14.5,1406,7.2373,424
AAPL,O:AAPL260618P00315000,put,315,2026-06-18,2026-06-09,16.23,27.16,16.23,24.16,77,23.141,35
AAPL,O:AAPL260618P00317500,put,317.5,2026-06-18,2026-05-18,20.75,20.75,20.75,20.75,1,20.75,1
AAPL,O:AAPL260618P00317500,put,317.5,2026-06-18,2026-05-19,21.61,21.61,21.61,21.61,8,21.61,1
AAPL,O:AAPL260618P00317500,put,317.5,2026-06-18,2026-05-20,17.35,17.35,17.35,17.35,1,17.35,1
AAPL,O:AAPL260618P00317500,put,317.5,2026-06-18,2026-05-22,12.35,12.35,12.35,12.35,2,12.35,2
AAPL,O:AAPL260618P00317500,put,317.5,2026-06-18,2026-05-26,10.7,11.85,9.91,11.85,51,10.4741,51
AAPL,O:AAPL260618P00317500,put,317.5,2026-06-18,2026-05-27,10.87,10.87,9.15,9.85,40,10.1235,21
AAPL,O:AAPL260618P00317500,put,317.5,2026-06-18,2026-05-28,10.25,10.75,8.95,8.95,75,9.7644,35
AAPL,O:AAPL260618P00317500,put,317.5,2026-06-18,2026-05-29,8.45,10.3,8.2,8.95,29,9.2703,26
AAPL,O:AAPL260618P00317500,put,317.5,2026-06-18,2026-06-01,10.85,13.05,10.85,11.95,10,11.462,8
AAPL,O:AAPL260618P00317500,put,317.5,2026-06-18,2026-06-02,11.3,11.3,7.55,7.55,42,8.151,11
AAPL,O:AAPL260618P00317500,put,317.5,2026-06-18,2026-06-03,7.51,11.3,6.9,11.3,192,8.1922,30
AAPL,O:AAPL260618P00317500,put,317.5,2026-06-18,2026-06-04,8.8,10.2,8.8,9.37,13,9.4269,5
AAPL,O:AAPL260618P00317500,put,317.5,2026-06-18,2026-06-05,7.9,12.5,7.85,12.5,320,8.6161,52
AAPL,O:AAPL260618P00317500,put,317.5,2026-06-18,2026-06-08,8,16.8,6.48,16.8,319,7.5195,86
AAPL,O:AAPL260618P00317500,put,317.5,2026-06-18,2026-06-09,18.45,28,18.45,26.87,124,24.1812,11
AAPL,O:AAPL260622C00265000,call,265,2026-06-22,2026-06-08,48.39,48.39,48.39,48.39,3,48.39,1
AAPL,O:AAPL260622C00265000,call,265,2026-06-22,2026-06-09,29.39,29.39,26.84,26.84,11,27.0718,4
AAPL,O:AAPL260622C00270000,call,270,2026-06-22,2026-06-09,23.98,23.98,21.2,21.2,3,22.1267,3
AAPL,O:AAPL260622C00275000,call,275,2026-06-22,2026-06-08,36.91,39.38,36.91,39.38,8,37.8363,2
AAPL,O:AAPL260622C00275000,call,275,2026-06-22,2026-06-09,17.92,17.92,16.03,16.03,3,16.66,2
AAPL,O:AAPL260622C00280000,call,280,2026-06-22,2026-06-08,35.1,35.1,35.1,35.1,1,35.1,1
AAPL,O:AAPL260622C00280000,call,280,2026-06-22,2026-06-09,19.5,19.5,13.72,13.72,17,14.4518,4
AAPL,O:AAPL260622C00285000,call,285,2026-06-22,2026-06-08,19.42,19.67,19.42,19.67,2,19.545,2
AAPL,O:AAPL260622C00285000,call,285,2026-06-22,2026-06-09,14.23,14.23,8.84,9.22,32,10.1722,13
AAPL,O:AAPL260622C00287500,call,287.5,2026-06-22,2026-06-09,6.65,7.6,6.65,7.6,12,6.7958,3
AAPL,O:AAPL260622C00290000,call,290,2026-06-22,2026-06-08,26.35,26.48,14.28,14.28,11,22.3427,11
AAPL,O:AAPL260622C00290000,call,290,2026-06-22,2026-06-09,11.05,12.3,5.3,6.5,82,6.9548,32
AAPL,O:AAPL260622C00292500,call,292.5,2026-06-22,2026-06-09,8.52,8.52,4.24,4.24,124,5.9742,53
AAPL,O:AAPL260622C00295000,call,295,2026-06-22,2026-06-08,22.95,23.05,10.75,10.75,20,13.1475,6
AAPL,O:AAPL260622C00295000,call,295,2026-06-22,2026-06-09,7.65,7.65,3,4.05,441,4.7685,108
AAPL,O:AAPL260622C00297500,call,297.5,2026-06-22,2026-06-09,6.75,6.75,2.5,2.65,75,4.1213,28
AAPL,O:AAPL260622C00300000,call,300,2026-06-22,2026-06-08,15.5,17.17,8,8.1,30,13.45,15
AAPL,O:AAPL260622C00300000,call,300,2026-06-22,2026-06-09,6.05,6.05,1.8,2.1,457,3.0554,141
AAPL,O:AAPL260622C00302500,call,302.5,2026-06-22,2026-06-09,4.47,4.57,1.44,1.44,74,2.5057,32
AAPL,O:AAPL260622C00305000,call,305,2026-06-22,2026-06-08,10.55,13.45,4.42,4.42,488,5.7501,51
AAPL,O:AAPL260622C00305000,call,305,2026-06-22,2026-06-09,3.17,3.6,0.95,1.14,364,1.7224,92
AAPL,O:AAPL260622C00307500,call,307.5,2026-06-22,2026-06-09,2.56,2.56,0.76,0.87,35,1.0831,11
AAPL,O:AAPL260622C00310000,call,310,2026-06-22,2026-06-08,7.5,11.04,1.58,2.71,117,7.3156,55
AAPL,O:AAPL260622C00310000,call,310,2026-06-22,2026-06-09,2.01,2.01,0.52,0.63,318,1.1159,78
AAPL,O:AAPL260622C00312500,call,312.5,2026-06-22,2026-06-09,1.03,1.16,0.45,0.5,20,0.7055,15
AAPL,O:AAPL260622C00315000,call,315,2026-06-22,2026-06-08,6.5,7.65,1.6,1.65,233,3.7796,104
AAPL,O:AAPL260622C00315000,call,315,2026-06-22,2026-06-09,1.41,1.41,0.33,0.35,1316,0.4275,61
AAPL,O:AAPL260622C00317500,call,317.5,2026-06-22,2026-06-09,0.83,0.83,0.28,0.29,42,0.4048,12
AAPL,O:AAPL260622P00265000,put,265,2026-06-22,2026-06-08,0.15,0.23,0.14,0.23,5,0.194,4
AAPL,O:AAPL260622P00265000,put,265,2026-06-22,2026-06-09,0.42,0.8,0.31,0.55,37,0.5157,18
AAPL,O:AAPL260622P00270000,put,270,2026-06-22,2026-06-09,0.59,1.2,0.59,0.77,35,0.784,21
AAPL,O:AAPL260622P00275000,put,275,2026-06-22,2026-06-08,0.48,0.65,0.01,0.54,55,0.3696,28
AAPL,O:AAPL260622P00275000,put,275,2026-06-22,2026-06-09,0.66,1.91,0.66,1.24,175,1.2763,55
AAPL,O:AAPL260622P00280000,put,280,2026-06-22,2026-06-08,0.75,1.61,0.35,0.84,528,0.5089,32
AAPL,O:AAPL260622P00280000,put,280,2026-06-22,2026-06-09,0.83,2.7,0.83,2.08,1222,1.6755,77
AAPL,O:AAPL260622P00285000,put,285,2026-06-22,2026-06-08,0.73,1.45,0.53,1.3,755,0.6966,29
AAPL,O:AAPL260622P00285000,put,285,2026-06-22,2026-06-09,1.4,4.65,1.4,3.15,392,2.9263,95
AAPL,O:AAPL260622P00287500,put,287.5,2026-06-22,2026-06-09,2.17,5.7,2.17,4.6,202,4.474,21
AAPL,O:AAPL260622P00290000,put,290,2026-06-22,2026-06-08,0.87,2.07,0.71,2.07,620,1.3809,56
AAPL,O:AAPL260622P00290000,put,290,2026-06-22,2026-06-09,1.52,6.55,1.52,4.8,111,4.0091,68
AAPL,O:AAPL260622P00292500,put,292.5,2026-06-22,2026-06-09,3.05,8,3.05,5.97,45,5.8033,28
AAPL,O:AAPL260622P00295000,put,295,2026-06-22,2026-06-08,1.48,3.22,1.1,3.22,238,1.7058,44
AAPL,O:AAPL260622P00295000,put,295,2026-06-22,2026-06-09,3.57,8.12,3.45,7.8,137,6.1754,28
AAPL,O:AAPL260622P00297500,put,297.5,2026-06-22,2026-06-09,4.85,7.9,4.85,7.9,16,6.255,10
AAPL,O:AAPL260622P00300000,put,300,2026-06-22,2026-06-08,2.14,5.3,1.74,5.1,798,2.7895,214
AAPL,O:AAPL260622P00300000,put,300,2026-06-22,2026-06-09,5.25,11.7,5.25,10.8,52,8.4931,32
AAPL,O:AAPL260622P00302500,put,302.5,2026-06-22,2026-06-09,13.25,13.25,13.25,13.25,1,13.25,1
AAPL,O:AAPL260622P00305000,put,305,2026-06-22,2026-06-08,2.97,7.5,2.8,6.8,149,4.6641,61
AAPL,O:AAPL260622P00305000,put,305,2026-06-22,2026-06-09,9.25,15.35,9.25,15.35,14,14.1843,4
AAPL,O:AAPL260622P00307500,put,307.5,2026-06-22,2026-06-09,16.55,17.9,16.55,17.9,6,17.675,2
AAPL,O:AAPL260622P00310000,put,310,2026-06-22,2026-06-08,6.3,10.95,3.95,10.95,400,5.7765,65
AAPL,O:AAPL260622P00310000,put,310,2026-06-22,2026-06-09,10.2,20.2,10.2,19.35,111,18.7232,22
AAPL,O:AAPL260622P00315000,put,315,2026-06-22,2026-06-08,7.65,13.55,5.57,13.55,181,7.1188,42
AAPL,O:AAPL260622P00315000,put,315,2026-06-22,2026-06-09,16.28,23.6,16.28,23.6,8,18.3025,4
AAPL,O:AAPL260624C00265000,call,265,2026-06-24,2026-06-09,31.55,31.55,31.55,31.55,1,31.55,1
AAPL,O:AAPL260624C00270000,call,270,2026-06-24,2026-06-09,22.55,22.55,22.55,22.55,3,22.55,1
AAPL,O:AAPL260624C00275000,call,275,2026-06-24,2026-06-09,19.7,19.7,17,17,10,17.839,4
AAPL,O:AAPL260624C00280000,call,280,2026-06-24,2026-06-09,13.5,13.5,12.95,13.02,24,13.0575,5
AAPL,O:AAPL260624C00285000,call,285,2026-06-24,2026-06-09,11.45,11.58,9.5,9.5,27,11.0641,6
AAPL,O:AAPL260624C00290000,call,290,2026-06-24,2026-06-09,9.1,9.1,5.98,6.6,76,7.4728,24
AAPL,O:AAPL260624C00295000,call,295,2026-06-24,2026-06-09,8.9,8.9,3.45,4.8,246,4.8178,57
AAPL,O:AAPL260624C00300000,call,300,2026-06-24,2026-06-09,6.25,6.25,2.2,2.5,228,3.0704,75
